TLA__ID	TLA__form	TLA__meaning_en	TLA__meaning_de
d5728	stj(.t)		Feuer, Flamme; Kochen
150140	sḏ.t	fire; flame	Feuer; Flamme
d5713	st		kochen
859204	sd		[Gegenstand]
d5781	sḏ		Heuschrecke
869993	Sḏ.t		Flamme
150130	sḏ.t		Wasserdurchbruch
859926	sḏ.t		[Öl]
150170	Sḏ.tj	flaming one (sun god)	Flammender
857755	sḏ.tj		flammenartig
145880	sšd	window	Fenster
158520	šd	mortar	Mörser
158530	šd	vulva	weiblicher Geschlechtsteil
158580	šd	field; meadow; parcel of land	Acker
158600	šd.t	well; water hole	Wasserloch; Brunnen; Graben
158720	šdi̯	to dig; to carve	graben; aushöhlen
158770	šd.y	ditch	Graben (militärisch)
158780	šd.y	field; meadow; parcel of land	Acker
158790	šdj	mortar	[ein Behälter]
158820	šd.yt	flooded parcel of land	geflutetes Ackerland (mit Wasserflächen)
158830	šdy.t	(urinary) bladded	[Körperteil des Menschen (Harnblase)]
158860	šd.w	field; meadow; parcel of land	Grundstück; Landstück
158870	šd.wt	field; meadow; parcel of land	Ackerland; Ackerstücke
857753	šd.w	artificial lake	Brunnen
158710	šdi̯	to take (away, out)	nehmen; herausnehmen; entfernen; (Gaben) darbringen
158730	šdi̯	to rescue	retten
158850	šd.y	catch (of fish; of fowl)	Fischfang
854561	šdi̯		nehmen; herausnehmen; entfernen; (Gaben) darbringen; graben; aushöhlen; retten; (etwas) lesen; rezitieren; säugen; aufziehen
d6215	šdj		graben; öffnen (Fenster)
d6219	šdj		bezaubern, beschwören; rezitieren
dm783	šdj		nehmen, fortnehmen; einziehen, erheben (Steuer)
d6198	Šd		Retter(?)
d6209	šd		Kissen
d6216	šd(j)		Einkommen; Kollekte; liturgischer Dienst
d6221	šdj(.t)		Distrikt(?); Graben, Brunnen, Kanal; Bezirk (vgl. auch tꜣ-šd(.t)-rsj); Parzelle(?)
dm448	Šd(j)		Schedet (Krokodilopolis)
dm449	Šd.tj		der von Schedit
158740	šdi̯	to read; to recite	(etwas) lesen; rezitieren; beschwören
158750	šdi̯	to suckle; to educate	säugen; aufziehen
158720	šdi̯	to dig; to carve	graben; aushöhlen
158810	šdy.t	rubble	Schutthaufen
158660	Šd.w	Rescuer	Retter
158470	šd	cushion (of leather)	ledernes Kissen
158520	šd	mortar	Mörser
158530	šd	vulva	weiblicher Geschlechtsteil
158540	šd		Töpfer
158550	šd		Liturgien
158590	šd	[a (leather) sack (?) for grain]	[Sack für Korn (?)]
158770	šd.y	ditch	Graben (militärisch)
158780	šd.y	field; meadow; parcel of land	Acker
158820	šd.yt	flooded parcel of land	geflutetes Ackerland (mit Wasserflächen)
501098	Šd.w	Taker	Nehmender
158640	šd.w	skin; water skin	lederner Wasserschlauch
158650	šd.w	lacings (?) (naut.)	[Teile des Schiffes]
158860	šd.w	field; meadow; parcel of land	Grundstück; Landstück
857753	šd.w	artificial lake	Brunnen
158600	šd.t	well; water hole	Wasserloch; Brunnen; Graben
158620	Šd.t	Shedet (Crocodilopolis)	Schedet (Krokodilopolis)
158630	šd.tj	one of Shedet (Sobek)	der von Schedet (Sobek)
860727	šd.tj		Ausgräber (?)
856062	šdd		Speichel (?); Brustbein (?)
32180	jšdd	spittle (?); sweat (?)	Speichel (?); Schweiß (?); Brustbein (?)
869177	šd		Zauberer; Rezitierer
76620	mšd.t	ford (on the Orontes)	Furt
d3281	nšdj		Steinschmuckarbeiter
88900	nšd	to rend	zerfleischen; zerreissen
88910	nšd	to pick (plants)	(Blumen) pflücken (?)
88940	nšd.y	jeweler; lapidary	Juwelier; Dekorateur
450164	nšḏ	to reduce to small bits	zerkleinern
71390	mnšd		der Zerfleischte (?) (Apophis)
76590	mšd	[a vegetal offering]	[eine pflanzliche Opfergabe]
860946	mšd		[Gerät oder Waffe]
869159	mšd		[Körperteil]
d2713	mštj(.t)		Bienenkorb(?)
dm6963	mšd		Inspektor
d2710	mšd(e)(j)		untersuchen, inspizieren
450163	sšdi̯	to make leave; to remove	entfernen lassen
dm1069	šqj		graben(?)
d6168	šq(e)		Grabschacht, Gruft
dm2114	štj		Behälter(?)
dm4852	štj		Teich, Wasserbecken(?)
dm5988	štj		[ein Gegenstand]
d6195	šde		zaubern, bezaubern
dm4112	šde.t		Zauberin (von Isis)
d6203	šde(.t)		Zauberei
158870	šd.wt	field; meadow; parcel of land	Ackerland; Ackerstücke
870107	šd.wt		Wasserbecken (?)
870110	šd.tj		krokodipolitisch
158800	šdy.t	nurse (a divine cow; also epithet of Hathor)	[eine heilige Kuh]
158940	šdšd	[bolster-like protuberance on the front of divine standard]	Standartenwulst
158960	šddt	payment; expenditure	Zahlung; Aufwendung
879737	šd		Retter
158470	šd	cushion (of leather)	ledernes Kissen
158970	šḏ.t	[bread dough]	[ein Teig (beim Brotbacken)]
76190	msdm.t	black eye paint (galena)	schwarze Augenschminke (Bleiglanz)
76200	msdm.j	one who prepares eye-paint	Bleiglanzsucher
150560	sḏm	to hear; to listen	hören
150570	sḏm	questioning	Verhör
150590	sḏm	servant	Diener
150680	sḏm.j	hearer	Hörender (Person hohen Ranges, Richter ?)
150690	sḏm.yt	gossip	Gerede
150700	sḏm.yw	judges (lit. listeners)	Richter (jurist.); die Hörenden
76230	msḏr	ear	Ohr
150740	sḏr	to lie; to sleep; spend the night	schlafen; liegen; die Nacht zubringen (ohne e. Tun)
150820	sḏr.yt	sleeping place; (state of being) bedridden; intercourse	Nachtlager; Bettlägerigkeit; Beischlaf
150830	sḏr.yt	(state of being) bedridden	Bettlägerigkeit
150840	sḏr.yt	intercourse	Beischlaf
150860	sḏr.t	sleeping draught	Schlaftrank
150870	sḏr	sleeper	der Schläfer
133440	sf	yesterday	das Gestern
133400	zf	knife; sword	[Messer aus Feuerstein]
133410	zf	to cut up; to slaughter	schlachten; abschneiden
133420	zf.t	knife; sword	Schwert; Messer
133480	sf	to cut up	[Verb]
133430	zft	[one of the seven sacred oils]	[eine Flüssigkeit (in Krügen)]
133610	sfj	[a resin]	Harz
154030	šf	respect (?); honor (?)	Ansehen
154080	šf.yt	majesty; respect	Ansehen
859866	šfi̯	respect	respektieren; achten
154070	šfi̯	to swell	anschwellen
154160	šfu̯	to swell; to be swollen	anschwellen; geschwollen sein
154170	šf.wt	swelling	Schwellung
154280	šfd	to grasp; to sieze	fassen, packen; (jmdn.) verhaften
133760	sfḫ	seven	sieben
133780	sfḫ	to loosen; to release	lösen; ablösen
133790	sfḫ	what is laid aside (a garment, a wreath)	das Abgelegte; Opfer
133770	sfḫ		aufzeichnen (schriftlich)
157890	šgnn	to quarrel	kämpfen; streiten
156890	šhb		heißer Wind
d6132	šhb		heißer Wind
d5906	šwḥ		austrocknen, verdorren
156900	šḥq	dust cloud (Sem. loan word)	Staubwolke
155110	šmšm.t	hemp	[Pflanze]
154890	šmm	to be hot; to become hot (feverish)	heiß werden; fiebern
154900	šmm	hot one	Hitziger, Feind
154910	šmm	heat	Hitze
154920	šmm.t	fever; inflammation	Hitze; Fieber
154360	šm	to be hot; to become hot	heiß werden
154370	šm	hot one; passionate one	Hitziger, Feind
154380	šm	heat; fever	Hitze
154430	šm.t	fever; inflammation	Hitze; Fieber
154460	šm.w	heat	Hitze
154660	šm.yt	heat; summer	Hitze; Sommer
154680	šmy.t	heat	Hitze
154850	šm.w	shemu-season (summer)	Schemu-Jahreszeit; Sommerzeit
154860	šm.w	harvest; crop	Ernte; Ernteertrag
154340	šmi̯	to go; to traverse	gehen; durchziehen
154400	šm.t	walking; gait; business	Schritt; Gang; Geschäft
154450	šmw	movements	der Gang; das Gehen
154670	šm.y	corridor (in a temple)	Gang (im Tempel); Tempel
450456	šm.w	waterway	Wasserweg
852485	šmi̯	go (to do)	gehen (zu tun); [aux./modal]
154650	šm.yt	stake; palisade	Pfahl
154540	šmꜣ	to wander	wandern; umherziehen
154550	šmꜣ	to be wild	umherstreunen (vom Esel)
154570	šmꜣ	foreigner (i.e., a non-Egyptian); wanderer	Landfremder; Wanderer; Vagabund; Nomade
154610	šmꜣ.y	oddity; anomaly (med.)	Fremdartigkeit; Anomalie (eine Krankheitserscheinung)
154710	šmꜥ	to be slender	schmal sein
154720	šmꜥ	spare; slender	dünn
154740	šmꜥ	thin one (a serpent)	Uräus des Südens
154750	šmꜥ.t	thin (linen) cloth	dünnes Leinen
600027	šmꜥ	thin (linen) cloth; [a thin material]	dünner Stoff; dünnes Material
136140	zn	plowshare	Pflugschar
136210	sn.w	two	zwei
136220	sn	to associate with	sich gesellen
136230	sn	brother	Bruder
136260	sn.t	sister; beloved	Schwester; Geliebte
136310	sn.w	siblings	Brüder; Geschwister
136380	sn.wj	the two; the two contenders	die Beiden (Parteien)
136400	sn.wj	the two (feet)	zwei Füße
136800	sn.wt	brethren; siblings	Geschwister
136810	sn.wt	cult association	Kultgenossenschaft
138540	snṯ	foundation (of a temple); (ground) plan (of a temple)	Fundament; Grundriss; Bauplan
138580	snṯ.t	foundation; plan (for a building)	Grundmauerwerk; Bauplan
138620	snṯi̯	to found	gründen; schaffen
dm3322	snṱ		schaffen, gründen
d5377	snṱ		Fundament
dm468	sntj.t		Fundament; [ mit Zusatz ntj n ḥrj] Türsturz
138630	snṯy.t	body (i.e., group?) (of the dead)	Körperschaft (?) (der Toten)
138560	snṯ	custom	Sitte
138550	snṯ	limb (?)	Glieder, Leib
138640	snṯ.y	deckhouse; cabin (of a divine bark)	Kajüte (auf dem Boot)
450241	snṯ.t	[shrine on a divine bark]	[Schrein auf der Götterbarke]
869330	snṯ.t		Charakter
75570	msnṯ.t	granary (?) (epithet of Nut)	[Epitheton der Nut]
75560	msntj	foundation ditch	Baugrube (für das Fundament)
d5343	snjṱ		[geographische Bezeichnung(?)]
d5365	sntj		[Dioiketes]
dm1303	sntj		Strand
d5373	snṱ		Geschöpf; Gewohnheit
d5591	ssṱ		[wohl Fehler für snṱ]
878681	Snṯ		Gründung
138100	znzn.t	conflagration	Feuersbrunst
138210	snsn.t	smell	Duft; Geruch
155680	šnꜥ	to turn back; to detain	abhalten; zurückhalten
155720	šnꜥ	enemy	Feind
155750	šnꜥ	obstruction (med.)	Verstopfung
155860	šnꜥ.w	hindrance	Hinderung
dm1148	Šnꜥ		Schena (Lykopolis)
d6071	šnꜥ		abweisen, abhalten
d6070	šnꜥ		Magazin, Speicher
dm832	šnꜥ		Bäcker, Wirtschafter (vgl. auch šnꜥ.t)
dm6790	šnꜥ.t		Bäckerin (vgl. šnꜥ)
155710	Šnꜥ	[lion god of the slaughter block]	Abweisender
855039	Šnꜥ		Schena (Heiligtum der Hathor im 13. o.äg. Gau)
854560	šnꜥ		abhalten; zurückhalten; scheu sein (von Fischen)
155690	šnꜥ	to dart about (of fish)	scheu sein (von Fischen)
155700	šnꜥ	water spout in lion-form	löwengestaltiger Wasserspeier
155740	šnꜥ	breast	Brust
155770	šnꜥ	[a small fish]	[ein kleiner Fisch]
155810	šnꜥ	[unit of value, equivalent to a weight of silver]	[ein Wertmesser (Silber)]
550094	šnꜥ	to value	erwerben
155900	šnꜥ.w	storehouse; [establishment where food was prepared for distribution]	Magazin; Speicher
155780	šnꜥ.w	personnel (of the storehouse)	Wirtschaftspersonal
155840	šnꜥ.w	deckhouse	Kajüte
155850	šnꜥ.w	policeman (?)	Polizist
155870	šnꜥ.w		Polizeiaufgabe
155880	šnꜥ.w	[a plant (med.)]	[Pflanze (offizinell)]
155830	šnꜥ.t	storehouse	Magazin
155920	šnꜥ.tj	[unit of value, equivalent to a weight of silver]	[ein Wertmesser (Silber)]
155680	šnꜥ	to turn back; to detain	abhalten; zurückhalten
155720	šnꜥ	enemy	Feind
155760	šnꜥ	storm cloud	Unwetterwolken
155850	šnꜥ.w	policeman (?)	Polizist
155860	šnꜥ.w	hindrance	Hinderung
155870	šnꜥ.w		Polizeiaufgabe
854560	šnꜥ		abhalten; zurückhalten; scheu sein (von Fischen)
dm1148	Šnꜥ		Schena (Lykopolis)
d6071	šnꜥ		abweisen, abhalten
d6070	šnꜥ		Magazin, Speicher
dm832	šnꜥ		Bäcker, Wirtschafter (vgl. auch šnꜥ.t)
dm6790	šnꜥ.t		Bäckerin (vgl. šnꜥ)
155710	Šnꜥ	[lion god of the slaughter block]	Abweisender
855039	Šnꜥ		Schena (Heiligtum der Hathor im 13. o.äg. Gau)
155690	šnꜥ	to dart about (of fish)	scheu sein (von Fischen)
155700	šnꜥ	water spout in lion-form	löwengestaltiger Wasserspeier
155740	šnꜥ	breast	Brust
155750	šnꜥ	obstruction (med.)	Verstopfung
155770	šnꜥ	[a small fish]	[ein kleiner Fisch]
155810	šnꜥ	[unit of value, equivalent to a weight of silver]	[ein Wertmesser (Silber)]
550094	šnꜥ	to value	erwerben
155900	šnꜥ.w	storehouse; [establishment where food was prepared for distribution]	Magazin; Speicher
155780	šnꜥ.w	personnel (of the storehouse)	Wirtschaftspersonal
155840	šnꜥ.w	deckhouse	Kajüte
155880	šnꜥ.w	[a plant (med.)]	[Pflanze (offizinell)]
155830	šnꜥ.t	storehouse	Magazin
155920	šnꜥ.tj	[unit of value, equivalent to a weight of silver]	[ein Wertmesser (Silber)]
155780	šnꜥ.w	personnel (of the storehouse)	Wirtschaftspersonal
155830	šnꜥ.t	storehouse	Magazin
155840	šnꜥ.w	deckhouse	Kajüte
155900	šnꜥ.w	storehouse; [establishment where food was prepared for distribution]	Magazin; Speicher
155910	šnꜥ.wt	[a kind of forced labor]	[eine Fronarbeit]
155730	šnꜥ	[heraldic plant of Upper Egypt]	[Wappenpflanze von Oberägypten]
155880	šnꜥ.w	[a plant (med.)]	[Pflanze (offizinell)]
155150	šn	to block	vermeiden (?); frei machen (?)
155170	šn	shen-ring	Ring
155180	šn	[protective symbol behind figures of the king]	[Schutzsymbol hinter dem König]
155190	šn	[indefinitely huge number]	[eine hohe Zahl]
155210	šn	ocean	Ozean
155220	šn	[a body of water, in compounds]	[ein Meer]; [in Meeresbezeichnungen]
155290	šny	food	Getreide
155300	šn.t	spell; conjuration	Spruch; Beschwörung
155310	šn.t	entourage (of Osiris)	Hofleute (des Osiris)
155350	šn.w	circuit; circumference	Umkreis; Umfang
155380	šn.w	conjurer	Beschwörer; Rezitierer
155450	šni̯	to be round; to surround; to encircle	rund sein; umkreisen; umgeben
155500	šni̯	to curse; to exorcise; to conjure	beschwören; besprechen
155540	šny	[a workman]	[ein Arbeiter]
155930	šn.w	rope	Strick
155940	šn.w	net(s)	Netz
155960	šnw	entourage	Leute
155970	šnw.t	granary; storeroom	Scheune; Kornspeicher
155980	šnw.t	court; entourage (of the king, of a god)	Umgebung; Hofstaat; Umkreis
857815	šnw	court	[Gebäude]
857822	šnj	conjuration	Streit
132330	zp	remainder; remnant	Rest; Stück
132340	zp	[a clot (of pus; of blood) (med.)]	wurmartiges Gerinnsel
132480	zp.w	piece (med.)	Krankheitsfall
132710	zpi̯	to remain over; to be left (abandoned); to be left out (excluded)	übrig bleiben; übrig lassen
132730	zp.yt	remainder; remnant	Rest
132760	spy.t	piece (med.)	Brocken (von Erde)
133150	spt	to cut up	schlachten
860460	zp.w	harvest grain	gedroschenes Getreide
132440	sp.t	lip; edge; bank; shore	Lippe; Rand; Ufer
153640	šp		Ehrenpreis
153960	špt		Igelfisch
153970	špt	to be angry	ärgerlich sein
153980	špt	anger; discontent	Ärger
852498	špj		aufblasen; sich mit Luft füllen
153690	špi̯	to erect	erheben, aufrichten; tragen
138730	snḏ	to fear; to be afraid	fürchten
138740	snḏ	fear; dreadfulness	Furcht; Furchtbarkeit
138770	snḏ.t	fear	Furcht
138780	snḏ.t	frightening one (Hathor)	Fürchterliche
138790	snḏ.w	frightened one; timid one	Furchtsamer
138800	snḏ.wt	fear	Furcht
156540	šnḏ.wt	king's kilt; kilt (gen.)	Schurz (allg.); Königsschurz; Maßeinheit (für Stoff)
156500	šnḏ	acacia	Akazie
156510	šnḏ.t	acacia	Dornakazie (Nilakazie)
156520	šnḏ.t	acacia thorn (med.)	Akaziendorn
153780	špsi̯	to be splendid; to be noble; to be valuable	erhaben sein; herrlich sein
153790	špsi̯	to provide; to enrich; to honor	(jmdn.) auszeichnen; ehren; ausstatten
153810	šps	tomb-chapel	Grabstein
153820	šps	statue; likeness	Statue; Abbild
153840	šps.t	noblewoman	vornehme Frau
153850	šps.t		Prächtige
153870	šps.w	noble	Vornehmer
153880	šps.w	costly offerings	Herrlichkeit; Reichtümer; Opfergaben
153890	šps.j	libation vase	[ein Krug]
169300	šps.t	favorite	Favoritin
400546	šps.j	splendid; noble	erhaben; herrlich
851690	špsi̯		erhaben sein; ausstatten
855194	šps.ww		die Vornehmen
856427	šps.t		Statue; Abbild
858556	šps.w		Vornehmer
858557	šps.t		Vornehme
859274	šps.wt		Edelfrauen
dm2913	šbs(.t)		Grab?
d5964	šps		herrlich, erhaben, edel, ehrwürdig, heilig, vornehm
d5967	špš(e)(.t)		die Vornehme
d5968	špšj(.t)		Edle; persönlicher Schutzgeist, gutes Geschick
153830	šps	[a plant (cinnamon?) (med.)]	[Pflanze oder Frucht (offizinell)]
851689	špss		erhaben sein; prächtig ausstatten
550395	špss	noble; splendid	erhaben; herrlich
153910	špss	to be noble; to be esteemed; to be rich	erhaben sein; herrlich sein
153920	špss	to make splendid; to enrich	prächtig ausstatten
860490	Šps.w		Reichtümer
860381	Šps.t		[Nilpferdgöttin]
153860	šps.t	[a ritual jar]	[ein Krug (im Kult)]
153800	Špsj		Schepesi (Gott von Hemopolis);
153900	špss	noble (an esteemed person)	Vornehmer
153930	špss	Shepsy	Prächtiger (viele Götter)
153940	špss	riches; wealth; precious things	Herrliches; Kostbarkeiten
153950	špss.t	noblewoman	vornehme Dame
156140	šnf.t	scale (of a fish)	Schuppe
146190	sqr	to strike; to step out; to present	schlagen; auftreten; darreichen
146210	sqr	wound; injury	Schlagverletzung
146230	sqr	to strike	[Verb]
138880	zr	ram	Widder
138890	zr	double-ram gate (in the heavens)	[Tor am Himmel]
138900	zr.t	sheep; ewe	Schaf
138980	sr	hair (of a woman, of an animal)	Haar; Perücke
139040	sr	mutton fat	Schafsfett (?)
139250	srw	ram (?) (med.)	[ein Tier]
139290	srw.t	[a type of cloth]	[ein Kleidungsstück]
138950	sr	to foretell; to make known	vorhersagen; verkünden
855669	sr	announcer	Prophet
156670	šrj	to stop; to block up	versperren
156730	šrw.t		Verstopfung
156610	šr.t	nose; nostril(s)	Nase; Nasenloch
156570	šrr	to be little; to be meagre	klein sein
156820	šrr	little	klein
156660	šrj	[a flower (?)]	[eine Pflanze]
156770	šrf	to be dishevelled	in Unordnung geraten; sich sträuben
156850	šrḥ	[a kind of wood]	[ein rotes Holz]
156860	šrḥ	brook; stream	Bach; Aquädukt
139360	srp.t	lotiform fan	Wedel (in Form eines Lotosblattes)
139370	srp.t	lotus leaf	Lotosblatt
139690	srs	six-weave linen	[Gewebeart]
128520	sjs	six	sechs
128530	sjs.j	six-weave linen	Sechsfadengewebe
143740	zz.w	dust (?); ashes (?)	Staub; Asche (?)
157480	šsm	to be red; to be inflamed	entzündet sein (der Augen)
157530	šsm.wt	inflammation (med.)	Entzündung (der Augen)
145670	zššn	lotus	Lotosblume
157160	šzp	to receive; to take possession of	empfangen; ergreifen
157170	šzp		annehmbar sein
157180	šzp		Gabe (?)
157190	šzp		vier Finger breite Oberlippe
157200	šzp	palm (measure of length)	Handbreite (Längenmaß); Handfläche
157390	šzp.yw		die Verhafteten
853890	šzp	receipt; commencement	Empfang; Eingang; Empfangsbestätigung
857942	šzp		Empfangen
d5942	šp		Geschenk, Preis, Gabe; Lohn, Entschädigung
d5945	šp		Handbreit
153640	šp		Ehrenpreis
d5935	šsp		empfangen, nehmen, übernehmen; registrieren; kaufen; (nach)folgen (auf); zueignen; schinden(?); enthalten; widerstehen; erfahren (Freud, Leid); erfassen, begreifen; empfangen (sexuell); sein ('=ḫpr?); [mit šms] danken; [mit ı͗p] quittieren; [mit swn] erkennen, gewahr werden; [mit šms bzw. smš] danken
dm2192	šsp		Abbild
dm7932	šsp		Empfang
157210	šzp	image; likeness; sphinx	Abbild; Statue; Sphinx
157310	Šzp.w	Seizer	Ergreifer
854147	Šzp.w		Die Empfangenden (?)
157320	šzp.w		Ader
157250	šzp.t	chamber; summer house	Gemach
157260	šzp.t	[a substance (med.)]	[offizinell Verwendetes]
157280	šzp.t	[noun]	Lederriemen
157290	šzp.t	lashings (naut.)	[Seile des Schiffes]
861177	šzp.t		[unbekannter Teil von Weintrauben und Gummi]
857946	šzp.tj		[eine Personenbezeichnung]
157400	Šzp.tjw	divine beings (who worship the moon)	[den Mond verehrende Wesen]
157270	šzp.t		[Teil des Fächers]
157160	šzp	to receive; to take possession of	empfangen; ergreifen
157170	šzp		annehmbar sein
157180	šzp		Gabe (?)
157190	šzp		vier Finger breite Oberlippe
157200	šzp	palm (measure of length)	Handbreite (Längenmaß); Handfläche
157270	šzp.t		[Teil des Fächers]
157390	šzp.yw		die Verhafteten
853890	šzp	receipt; commencement	Empfang; Eingang; Empfangsbestätigung
857942	šzp		Empfangen
d5942	šp		Geschenk, Preis, Gabe; Lohn, Entschädigung
d5945	šp		Handbreit
153640	šp		Ehrenpreis
d5935	šsp		empfangen, nehmen, übernehmen; registrieren; kaufen; (nach)folgen (auf); zueignen; schinden(?); enthalten; widerstehen; erfahren (Freud, Leid); erfassen, begreifen; empfangen (sexuell); sein ('=ḫpr?); [mit šms] danken; [mit ı͗p] quittieren; [mit swn] erkennen, gewahr werden; [mit šms bzw. smš] danken
dm2192	šsp		Abbild
dm7932	šsp		Empfang
157210	šzp	image; likeness; sphinx	Abbild; Statue; Sphinx
157310	Šzp.w	Seizer	Ergreifer
854147	Šzp.w		Die Empfangenden (?)
157320	šzp.w		Ader
157250	šzp.t	chamber; summer house	Gemach
157260	šzp.t	[a substance (med.)]	[offizinell Verwendetes]
157280	šzp.t	[noun]	Lederriemen
157290	šzp.t	lashings (naut.)	[Seile des Schiffes]
861177	šzp.t		[unbekannter Teil von Weintrauben und Gummi]
857946	šzp.tj		[eine Personenbezeichnung]
157400	Šzp.tjw	divine beings (who worship the moon)	[den Mond verehrende Wesen]
157160	šzp	to receive; to take possession of	empfangen; ergreifen
157170	šzp		annehmbar sein
157180	šzp		Gabe (?)
157190	šzp		vier Finger breite Oberlippe
157200	šzp	palm (measure of length)	Handbreite (Längenmaß); Handfläche
157270	šzp.t		[Teil des Fächers]
157390	šzp.yw		die Verhafteten
853890	šzp	receipt; commencement	Empfang; Eingang; Empfangsbestätigung
857942	šzp		Empfangen
d5942	šp		Geschenk, Preis, Gabe; Lohn, Entschädigung
d5945	šp		Handbreit
153640	šp		Ehrenpreis
d5935	šsp		empfangen, nehmen, übernehmen; registrieren; kaufen; (nach)folgen (auf); zueignen; schinden(?); enthalten; widerstehen; erfahren (Freud, Leid); erfassen, begreifen; empfangen (sexuell); sein ('=ḫpr?); [mit šms] danken; [mit ı͗p] quittieren; [mit swn] erkennen, gewahr werden; [mit šms bzw. smš] danken
dm2192	šsp		Abbild
dm7932	šsp		Empfang
157210	šzp	image; likeness; sphinx	Abbild; Statue; Sphinx
157310	Šzp.w	Seizer	Ergreifer
854147	Šzp.w		Die Empfangenden (?)
157320	šzp.w		Ader
157250	šzp.t	chamber; summer house	Gemach
157260	šzp.t	[a substance (med.)]	[offizinell Verwendetes]
157280	šzp.t	[noun]	Lederriemen
157290	šzp.t	lashings (naut.)	[Seile des Schiffes]
861177	šzp.t		[unbekannter Teil von Weintrauben und Gummi]
857946	šzp.tj		[eine Personenbezeichnung]
157400	Šzp.tjw	divine beings (who worship the moon)	[den Mond verehrende Wesen]
157160	šzp	to receive; to take possession of	empfangen; ergreifen
157230	šzp	to make bright; to be bright	leuchten
853890	šzp	receipt; commencement	Empfang; Eingang; Empfangsbestätigung
129900	swꜣš	to pay honor to; to praise	ehren; preisen
144770	sšwꜣ	to pay honor to	ehren
43420	wꜣš	to be powerful; to worship	mächtig sein, angesehen sein; (jmdn.) ehren
43430	wꜣš	honor; respect	Ansehen; Ehre
43460	wꜣš.wt	honorable ones (?)	die Geehrten (?) (weibl. Wesen)
855544	wꜣš		Angesehener
43450	wꜣš	Wash (place in the nether world from which the sun god comes)	Wasch (Ort der Unterwelt, aus dem der Sonnengott kommt)
500606	Wꜣš.yw	Honorable-ones	die Verehrungswürdigen
dm688	swšw		preisen, rühmen
157080	šsꜣ	bubalis antilope	Kuhantilope
148720	sṯꜣ	to drag; to pull; to usher in	ziehen; herbeiführen
147760	st.t	radiant one (goddesses manifest as the uraeus)	die Strahlende (von Uräus-Göttinnen)
147770	st.t	illuminator	die Erleuchterin
147910	stw.t	light; rays	Strahl; das Strahlen
147890	st.w	arrow; dart	Pfeil; Speer
147900	st.w	target	Zielscheibe
148680	sṯ.w	sower	Sämann
148970	sṯi̯	to scatter	ausstreuen; schütten
148980	sṯi̯	to pour out (semen)	Samen ergießen
148990	sṯj	fragrance; stench	Duft; Gestank; Geruch
149040	sṯ.yt	seed	Same (Sperma)
149480	sṯi̯	to pluck (fowl)	(Geflügel) rupfen
158230	štj.w	turtle	Schildkröte
158270	št.w	turtle	Schildkröte
158290	štb	to shut in; to enclose	einschließen; verschließen
158300	štb	crate (?) (for fowl)	Käfig (für Geflügel)
148240	stf	to decant (med.)	abgießen; überfluten
148250	stf	spoiled (of beer)	Überlauf (des gärenden Biers) (o. Ä.)
148260	stf	[of water pouring out]	Wasser
148270	stf	[of water pouring out]	[vom Wasser, das Land befruchtet]
148040	stp	to cut up	zerlegen
148050	stp	to cut up	(Fleischstücke) auslösen; (Schlachttier) zerlegen; töten; vernichten
148060	stp	choice(st); pick	Gänse
148070	stp	to pick out; to choose	auswählen; wählen
148090	stp	choice; select	auserlesen
148140	stp.t	choice things	auserwählte Dinge
148170	stp.w	pick; choice(st)	Auserlesenes
550337	stp.t	cut (of meat)	ausgelöstes Fleischstück
148720	sṯꜣ	to drag; to pull; to usher in	ziehen; herbeiführen
148730	sṯꜣ	to pull; to flow; to move to	dahinziehen; fließen; sich begeben (zu)
148740	sṯꜣ	stretchable (dough) (med.)	ziehbar
148840	sṯꜣ.t	aroura	Arure (Flächenmaß)
148860	sṯꜣ.w	dragging	Ziehen
d5720	sṯꜣ(.ṱ)		ziehen; zurückziehen; wenden; konfiszieren; auslösen; sich weigern, sich zurückziehen; nehmen; ungültig sein; wiedergeben, zurückzahlen, zurückbringen; zurückkehren; [mit Reflex.Pron.] zurückkehren; zurückfallen; lösen; annullieren; [mit ḏr.t] (die Hand) ausstrecken '= bestätigen
d5716	sṯꜣ(.t)		Arure
d5717	sṯꜣ.ṱ		Differenz(?), Rest
148700	sṯꜣ	jar (for beer, also as a measure of capacity)	Krug
854555	sṯꜣ		ziehen; herbeiführen; dahinziehen; fließen; sich begeben (zu); spinnen
148760	sṯꜣ	to weave; to spin	spinnen
148750	sṯꜣ	passage; cavern; ramp	Gang; Höhle; Rampe
148770	sṯꜣ	[a kind of cloth]	[ein Gewebe]
148780	sṯꜣ		[Gewässer im Gau von Kusae]
148790	sṯꜣ	secretion (med.)	Wundsekret
856090	sṯꜣ		[Substantiv]
856091	sṯꜣ		[Substantiv]
858980	sṯꜣ		[eine Tanzstellung]
148910	Sṯꜣ.yw	Tower	Treidler
148870	sṯꜣ.w	wound	Angriff; Verwundung
501144	Sṯꜣ.t	Tower	Ziehende
148810	sṯꜣ.t	hole	[Substantiv (bei der Tischlerei)]
148820	sṯꜣ.t	[a (wooden) chest on a sled]	[ziehbarer Behälter]
148850	sṯꜣ.t		Nekropole
861024	sṯꜣ.t	roller	Rolle
148920	Sṯꜣ.tjw	tower	Schlepper, Treidler
d5065	sjt		Ruhm, Lob
147470	stꜣ		Protektor
